timestamp,loop_idx,est_x,est_y,meas_x,meas_y,goal_x,goal_y,goal_label,calibration_offset_deg,px_per_speed_per_sec,last_command_heading_deg,last_command_speed,dist_to_goal,dist_to_center,prediction_error_px,ball_found,target_found,safety_active,stuck_frames,meas_vx,meas_vy,est_vx,est_vy
2025-11-28T18:05:03.690865,1,340.0,221.0,340,221,320,240,CENTER,187.46763747008305,2.1489298476202423,nan,0.0,27.586228448267445,27.586228448267445,0.0,1,0,0,0,0.0,0.0,0.0,0.0
2025-11-28T18:05:04.350749,2,342.4,221.6,344,222,608,73,PERSON,187.46763747008305,2.1489298476202423,233.3058752650265,30.0,304.34408159187194,28.98827349118949,1.6492422502470878,1,1,0,0,8.482981165465807,2.1207452913664517,8.482981165465807,2.1207452913664517
2025-11-28T18:05:04.890189,3,343.96000000000004,221.83999999999997,345,222,608,76,PERSON,187.46763747008305,2.1489298476202423,233.61871171218039,30.0,301.63956504411016,30.064384244484412,1.0522357150372403,1,1,0,1,1.5744874934166493,0.0,1.5744874934166493,0.0
2025-11-28T18:05:05.295455,4,345.184,221.93599999999998,346,222,320,240,CENTER,187.46763747008305,2.1489298476202423,233.61871171218039,0.0,30.992611248489567,30.992611248489567,0.8185059559954102,1,0,0,0,1.8790447044930285,0.0,1.8790447044930285,0.0
2025-11-28T18:05:05.670986,5,347.47360000000003,220.7744,349,220,320,240,CENTER,187.46763747008305,2.1489298476202423,233.61871171218039,0.0,33.53240809008505,33.53240809008505,1.7116051881201813,1,0,0,0,7.428551862080528,-4.952367908053685,7.428551862080528,-4.952367908053685
2025-11-28T18:05:06.165010,6,353.18944,216.10976,357,213,320,240,CENTER,186.74636513735817,2.1489298476202423,47.50674811949182,5.0,40.89355077235529,40.89355077235529,4.918432145633407,1,0,0,0,21.36097054485243,-18.69084922674588,21.36097054485243,-18.69084922674588
2025-11-28T18:05:06.645377,7,363.875776,208.843904,371,204,320,240,CENTER,186.74636513735817,2.1489298476202423,47.875154225934295,5.0,53.81250818874167,53.81250818874167,8.614985407033053,1,0,0,0,28.281309180018994,-18.180841615726496,28.281309180018994,-18.180841615726496
2025-11-28T18:05:07.143964,8,373.5503104,200.5375616,380,195,320,240,CENTER,186.74636513735817,2.1489298476202423,46.86629097895707,5.0,66.52007056828896,66.52007056828896,8.500769636341333,1,0,0,0,18.737704551851074,-18.737704551851074,18.737704551851074,-18.737704551851074
2025-11-28T18:05:07.650870,9,381.02012416,194.21502464000002,386,190,320,240,CENTER,186.74636513735817,2.1489298476202423,46.371791095856736,7.0,76.287086202172,76.287086202172,6.524231456472311,1,0,0,0,12.068839769996979,-10.057366474997481,12.068839769996979,-10.057366474997481
2025-11-28T18:05:08.145103,10,385.808049664,189.88600985600002,389,187,320,240,CENTER,186.74636513735817,2.1489298476202423,45.963723324729585,9.0,82.71705633502934,82.71705633502934,4.3032080865814155,1,0,0,0,5.906619092928859,-5.906619092928859,5.906619092928859,-5.906619092928859
2025-11-28T18:05:08.640557,11,387.72321986559996,187.5544039424,389,186,320,240,CENTER,186.74636513735817,2.1489298476202423,45.49904582316026,10.0,85.65614429100425,85.65614429100425,2.011551423092945,1,0,0,0,0.0,-2.021340609760623,0.0,-2.021340609760623
2025-11-28T18:05:09.135004,12,388.48928794624,187.22176157696,389,187,320,240,CENTER,186.74636513735817,2.1489298476202423,45.635581941936124,10.0,86.46574474566346,86.46574474566346,0.5567809253840893,1,0,0,1,0.0,2.0183291813174202,0.0,2.0183291813174202
2025-11-28T18:05:09.614229,13,386.395715178496,188.888704630784,385,190,609,81,PERSON,186.74636513735817,2.1489298476202423,237.39574915710676,30.0,247.37146199147918,83.7899487312363,1.7840959215034038,1,1,0,0,-8.097940522872031,6.073455392154023,-8.097940522872031,6.073455392154023
2025-11-28T18:05:10.110718,14,380.7582860713984,193.7554818523136,377,197,608,72,PERSON,186.74636513735817,2.1489298476202423,235.07135207169551,30.0,257.80456534029315,76.35525381429612,4.965038993314511,1,1,0,0,-16.623984423575692,14.54598637062873,-16.623984423575692,14.54598637062873
2025-11-28T18:05:10.770802,15,371.9033144285594,201.10219274092543,366,206,608,76,PERSON,186.74636513735817,2.1489298476202423,235.33554935644906,30.0,267.19319520977206,64.8613402438927,7.6705695479202145,1,1,0,0,-22.222730432009897,18.18223398982628,-22.222730432009897,18.18223398982628
2025-11-28T18:05:11.536252,16,366.56132577142375,205.24087709637018,363,208,320,240,CENTER,186.74636513735817,2.1489298476202423,46.51143167946577,5.0,58.10467866379,58.10467866379,4.505086064387851,1,0,0,0,-4.531179036659486,3.0207860244396576,-4.531179036659486,3.0207860244396576
2025-11-28T18:05:12.240824,17,363.2245303085695,211.69635083854808,361,216,608,73,PERSON,184.93171125360615,2.1489298476202423,235.53123378550103,30.0,281.339133962181,51.666784071112865,4.84457750465509,1,1,0,0,-2.6193846016453963,10.477538406581585,-2.6193846016453963,10.477538406581585
2025-11-28T18:05:12.795362,18,360.6898121234278,216.67854033541926,359,220,608,72,PERSON,184.93171125360615,2.1489298476202423,234.74029553477123,30.0,286.52087020168875,46.89937410591447,3.7266015772980734,1,1,0,0,-2.829042188389492,5.658084376778984,-2.829042188389492,5.658084376778984
2025-11-28T18:05:13.309665,19,357.87592484937113,220.4714161341677,356,223,320,240,CENTER,184.93171125360615,2.1489298476202423,57.792947302337865,5.0,42.613979760168554,42.613979760168554,3.1484647698577692,1,0,0,0,-5.423061208657651,5.423061208657651,-5.423061208657651,5.423061208657651
2025-11-28T18:05:13.846366,20,355.55036993974846,224.38856645366707,354,227,320,240,CENTER,184.93171125360615,2.1489298476202423,61.36030013731414,5.0,38.82712531497201,38.82712531497201,3.036977464023836,1,0,0,0,-3.9088322115126988,7.8176644230253975,-3.9088322115126988,7.8176644230253975
2025-11-28T18:05:14.446263,21,420.6201479758994,210.95542658146684,464,202,320,240,CENTER,184.93171125360615,2.1489298476202423,68.96720592877338,17.0,104.72822649007503,104.72822649007503,44.294595910662835,1,0,0,0,204.76018955831563,-46.53640671779901,204.76018955831563,-46.53640671779901
2025-11-28T18:05:14.925924,22,446.64805919035973,205.58217063258672,464,202,320,240,CENTER,184.93171125360615,2.1489298476202423,69.86478641336467,26.0,131.24144876924072,131.24144876924072,17.717838364265155,1,0,0,0,0.0,0.0,0.0,0.0
2025-11-28T18:05:15.406838,23,454.65922367614394,189.03286825303468,460,178,320,240,CENTER,184.93171125360615,2.1489298476202423,64.33714967951423,30.0,143.9817871800954,143.9817871800954,12.257572093619599,1,0,0,0,-8.382388267905215,-50.29432960743129,-8.382388267905215,-50.29432960743129
2025-11-28T18:05:15.900099,24,459.0636894704576,185.41314730121388,462,183,320,240,CENTER,184.93171125360615,2.1489298476202423,63.63672682654524,30.0,149.39355480305977,149.39355480305977,3.800684073066,1,0,0,0,4.159216846681396,10.39804211670349,4.159216846681396,10.39804211670349
2025-11-28T18:05:16.395241,25,454.82547578818304,183.96525892048555,452,183,607,72,PERSON,184.93171125360615,2.1489298476202423,228.72381573865016,30.0,188.92671866156,146.006168120933,2.985806124514034,1,1,0,0,-20.212412528859875,0.0,-20.212412528859875,0.0
2025-11-28T18:05:16.905473,26,442.33019031527317,190.58610356819423,434,195,609,81,PERSON,184.93171125360615,2.1489298476202423,231.74320009013786,30.0,199.46914436975473,131.93334916973865,9.427330077990195,1,1,0,0,-36.2067103112011,24.137806874134068,-36.2067103112011,24.137806874134068
2025-11-28T18:05:17.417688,27,431.9320761261093,196.23444142727772,425,200,320,240,CENTER,184.93171125360615,2.1489298476202423,63.7127385048187,22.0,120.18408290236901,120.18408290236901,7.888796535769986,1,0,0,0,-17.6735310931129,9.818628385062722,-17.6735310931129,9.818628385062722
2025-11-28T18:05:18.045773,28,411.5728304504437,206.2937765709111,398,213,607,73,PERSON,184.58604797799532,2.1489298476202423,231.11747353023094,30.0,236.55656716880003,97.5791615794959,15.1391928159117,1,1,0,0,-52.91955537673677,25.479785922132518,-52.91955537673677,25.479785922132518
2025-11-28T18:05:18.540807,29,401.0291321801775,206.71751062836444,394,207,608,73,PERSON,184.58604797799532,2.1489298476202423,232.54869311740705,30.0,246.40883258263528,87.59819838698574,7.034806283864107,1,1,0,0,-6.352816264090787,-9.52922439613618,-6.352816264090787,-9.52922439613618
2025-11-28T18:05:19.021540,30,390.211652872071,209.28700425134576,383,211,320,240,CENTER,184.58604797799532,2.1489298476202423,61.787726730844696,7.0,76.63526803557909,76.63526803557909,7.412306765249086,1,0,0,0,-22.20017880497074,8.072792292716633,-22.20017880497074,8.072792292716633
2025-11-28T18:05:19.474204,31,378.6846611488284,212.71480170053832,371,215,320,240,CENTER,185.08061575840014,2.1489298476202423,59.98350068378909,5.0,64.717628976916,64.717628976916,8.01724068742952,1,0,0,0,-25.066885004885716,8.355628334961905,-25.066885004885716,8.355628334961905
2025-11-28T18:05:19.950534,32,419.07386445953136,182.88592068021535,446,163,320,240,CENTER,185.08061575840014,2.1489298476202423,54.95680497500331,20.0,114.3575475230745,114.3575475230745,33.473371751938956,1,0,0,0,165.5033082478913,-114.74896038520464,165.5033082478913,-114.74896038520464
2025-11-28T18:05:20.446300,33,443.0295457838125,158.35436827208616,459,142,608,75,PERSON,185.08061575840014,2.1489298476202423,238.11335365018837,30.0,184.83290149303443,147.65594575235144,22.858713206354352,1,1,0,0,27.20611521919189,-43.948339969463824,27.20611521919189,-43.948339969463824
2025-11-28T18:05:20.940683,34,448.41181831352503,140.14174730883445,452,128,608,81,PERSON,181.80949633056596,2.1489298476202423,247.85631339763165,30.0,170.19440063861492,162.66919103849514,12.66084813615356,1,1,0,0,-14.157087047382637,-28.314174094765274,-14.157087047382637,-28.314174094765274
2025-11-28T18:05:21.450966,35,448.16472732541,125.05669892353379,448,115,320,240,CENTER,181.80949633056596,2.1489298476202423,46.30346704368702,30.0,172.15736926647043,172.15736926647043,10.058047938359728,1,0,0,0,-8.02898187292961,-26.094191087021233,-8.02898187292961,-26.094191087021233
2025-11-28T18:05:21.975645,36,446.265890930164,129.8226795694135,445,133,320,240,CENTER,179.9622031258033,2.1489298476202423,48.9304375862927,30.0,167.5771975826431,167.5771975826431,3.4202112457703273,1,0,0,0,-5.919623715731876,35.517742294391255,-5.919623715731876,35.517742294391255
2025-11-28T18:05:22.591897,37,443.1063563720656,130.5290718277654,441,131,608,77,PERSON,179.9622031258033,2.1489298476202423,252.0529220761236,30.0,173.36457319659718,164.73936716552168,2.1583582903553213,1,1,0,0,-7.609435996427779,-3.8047179982138895,-7.609435996427779,-3.8047179982138895
2025-11-28T18:05:23.265404,38,456.24254254882624,133.21162873110615,465,135,608,72,PERSON,182.02906683752042,2.1489298476202423,246.00416493162015,30.0,163.6373715993984,173.10628711410757,8.938195164826281,1,1,0,0,38.88050372280414,6.4800839538006905,38.88050372280414,6.4800839538006905
2025-11-28T18:05:24.034399,39,459.0970170195305,138.48465149244248,461,142,320,240,CENTER,182.02906683752042,2.1489298476202423,51.84833482530968,30.0,172.20146958241216,172.20146958241216,3.9973765588875314,1,0,0,0,-5.937652093528938,10.390891163675642,-5.937652093528938,10.390891163675642
2025-11-28T18:05:24.751670,40,462.0388068078122,143.59386059697698,464,147,320,240,CENTER,182.02906683752042,2.1489298476202423,53.80497942594212,30.0,171.6658566925354,171.6658566925354,3.9304025709728267,1,0,0,0,3.9122247696581107,6.520374616096851,3.9122247696581107,6.520374616096851
2025-11-28T18:05:25.250308,41,478.2155227231249,142.0375442387908,489,141,320,240,CENTER,182.02906683752042,2.1489298476202423,56.20634467517036,30.0,186.08813602516017,186.08813602516017,10.834271926755568,1,0,0,0,34.85148725461977,-8.364356941108746,34.85148725461977,-8.364356941108746
2025-11-28T18:05:25.756186,42,488.8862090892499,141.41501769551633,496,141,608,77,PERSON,182.02906683752042,2.1489298476202423,239.56705078630267,28.0,135.4156183379287,195.55446902720786,7.125886668300456,1,1,0,0,14.054296450539718,0.0,14.054296450539718,0.0
2025-11-28T18:05:26.251218,43,496.75448363569996,141.16600707820652,502,141,608,72,PERSON,183.89045248767496,2.1489298476202423,234.2385962800447,26.0,130.99428020452748,202.51001368373872,5.248142555052619,1,1,0,0,11.824861515271262,0.0,11.824861515271262,0.0
2025-11-28T18:05:26.745744,44,489.70179345428,154.26640283128262,485,163,320,240,CENTER,183.89045248767496,2.1489298476202423,59.30657445461594,30.0,190.1287679050359,190.1287679050359,9.918799382593562,1,0,0,0,-34.40996908548833,44.53054822827901,-34.40996908548833,44.53054822827901
2025-11-28T18:05:27.241108,45,483.28071738171195,167.90656113251305,479,177,320,240,CENTER,181.23126353922467,2.1489298476202423,64.94580912983926,30.0,178.48825338499609,178.48825338499609,10.050630414994535,1,0,0,0,-12.108943724726746,28.254202024362407,-12.108943724726746,28.254202024362407
2025-11-28T18:05:27.735812,46,485.5122869526848,179.36262445300522,487,187,607,72,PERSON,181.23126353922467,2.1489298476202423,227.30066304812442,30.0,162.12957025448452,176.2702710202011,7.7809250964770005,1,1,0,0,16.195083715834336,20.24385464479292,16.195083715834336,20.24385464479292
2025-11-28T18:05:28.246341,47,488.8049147810739,182.7450497812021,491,185,320,240,CENTER,181.23126353922467,2.1489298476202423,70.03291945899517,30.0,178.2504658585852,178.2504658585852,3.1469349544603857,1,0,0,0,8.07059818443944,-4.03529909221972,8.07059818443944,-4.03529909221972
2025-11-28T18:05:28.740864,48,490.72196591242954,181.09801991248085,492,180,320,240,CENTER,181.23126353922467,2.1489298476202423,69.73343181235154,30.0,180.5974332686798,180.5974332686798,1.6849388289182832,1,0,0,0,1.9608567677848132,-9.804283838924066,1.9608567677848132,-9.804283838924066
2025-11-28T18:05:29.281892,49,492.6887863649718,179.23920796499235,494,178,320,240,CENTER,181.23126353922467,2.1489298476202423,69.38424358592255,30.0,183.06635623436745,183.06635623436745,1.8041390127105854,1,0,0,0,4.028036714516543,-4.028036714516543,4.028036714516543,-4.028036714516543
2025-11-28T18:05:29.886507,50,494.07551454598877,174.29568318599695,495,171,608,77,PERSON,181.23126353922467,2.1489298476202423,228.2701961535084,30.0,149.8173499718611,186.06273676490312,3.422893661383795,1,1,0,0,1.8559745970273813,-12.99182217919167,1.8559745970273813,-12.99182217919167
2025-11-28T18:05:30.421550,51,491.63020581839555,171.11827327439877,490,169,320,240,CENTER,181.23126353922467,2.1489298476202423,66.90126884790345,30.0,184.93679954504788,184.93679954504788,2.672948311390031,1,0,0,0,-8.215465423114772,-3.2861861692459087,-8.215465423114772,-3.2861861692459087
2025-11-28T18:05:30.916777,52,490.65208232735824,169.8473093097595,490,169,320,240,CENTER,181.23126353922467,2.1489298476202423,66.42185635249982,30.0,184.50889738368718,184.50889738368718,1.0691793245560262,1,0,0,1,0.0,0.0,0.0,0.0
2025-11-28T18:05:31.440680,53,479.4608329309433,169.3389237239038,472,169,320,240,CENTER,182.97761450212633,2.1489298476202423,63.12305774926077,30.0,174.41543779014086,174.41543779014086,7.46852711811859,1,0,0,0,-36.200529840065016,0.0,-36.200529840065016,0.0
2025-11-28T18:05:31.996819,54,473.1843331723773,169.13556948956153,469,169,320,240,CENTER,184.78046604833824,2.1489298476202423,60.39385445292808,30.0,168.78153761900222,168.78153761900222,4.1865287750064635,1,0,0,0,-5.7371341029709475,0.0,-5.7371341029709475,0.0
2025-11-28T18:05:32.614524,55,468.27373326895093,168.4542277958246,465,168,607,72,PERSON,184.78046604833824,2.1489298476202423,230.4092420856716,30.0,168.96270340173595,164.63261371248336,3.305094916448823,1,1,0,0,-7.199174746699759,-1.7997936866749398,-7.199174746699759,-1.7997936866749398
2025-11-28T18:05:33.151045,56,446.5094933075804,170.58169111832984,432,172,607,72,PERSON,184.78046604833824,2.1489298476202423,233.65910479639675,30.0,188.34954887692027,144.30368500122128,14.578648638558528,1,1,0,0,-53.20715620170832,6.449352266873737,-53.20715620170832,6.449352266873737
2025-11-28T18:05:33.676230,57,417.4037973230321,177.43267644733194,398,182,608,73,PERSON,184.78046604833824,2.1489298476202423,236.50003923918322,30.0,217.33176570587406,115.76774036617701,19.934086259170858,1,1,0,0,-63.521441988480234,18.682777055435363,-63.521441988480234,18.682777055435363
2025-11-28T18:05:34.290886,58,397.96151892921284,181.37307057893275,385,184,320,240,CENTER,184.78046604833824,2.1489298476202423,48.27643043478113,14.0,97.54545241625983,97.54545241625983,13.22504181980577,1,0,0,0,-24.701134850665504,3.8001745924100776,-24.701134850665504,3.8001745924100776
2025-11-28T18:05:34.801566,59,383.5846075716852,180.54922823157312,374,180,320,240,CENTER,187.59605824911782,2.1489298476202423,39.328284822052524,11.0,87.04824285364288,87.04824285364288,9.600330929377481,1,0,0,0,-17.943553502597375,-6.524928546399046,-17.943553502597375,-6.524928546399046
2025-11-28T18:05:35.356336,60,383.2338430286741,173.61969129262923,383,169,320,240,CENTER,187.59605824911782,2.1489298476202423,36.013323514794706,12.0,91.678046926518,91.678046926518,4.625605928011352,1,0,0,0,17.66270634475014,-21.58775219913906,17.66270634475014,-21.58775219913906
2025-11-28T18:05:35.971362,61,378.29353721146964,169.6478765170517,375,167,320,240,CENTER,187.59605824911782,2.1489298476202423,32.0489751629741,12.0,91.36497008802115,91.36497008802115,4.225948108163318,1,0,0,0,-14.422956766933453,-3.605739191733363,-14.422956766933453,-3.605739191733363
2025-11-28T18:05:36.511781,62,383.5174148845879,171.0591506068207,387,172,320,240,CENTER,187.59605824911782,2.1489298476202423,35.05930559481672,13.0,93.74061397640776,93.74061397640776,3.6074363011335207,1,0,0,0,19.510924092857017,8.129551705357091,19.510924092857017,8.129551705357091
2025-11-28T18:05:37.082349,63,383.20696595383515,171.6236602427283,383,172,320,240,CENTER,187.59605824911782,2.1489298476202423,35.15418015649897,13.0,93.11522100973144,93.11522100973144,0.429495656497492,1,0,0,1,-7.388171943098993,0.0,-7.388171943098993,0.0
2025-11-28T18:05:37.651668,64,380.6827863815341,171.84946409709133,379,172,608,73,PERSON,187.59605824911782,2.1489298476202423,238.90200716822164,30.0,247.87967274374358,91.25182796459772,1.689506159781924,1,1,0,0,-7.0228762738924155,0.0,-7.0228762738924155,0.0
2025-11-28T18:05:38.176362,65,373.0731145526136,194.13978563883654,368,209,320,240,CENTER,187.59605824911782,2.1489298476202423,41.57380889967109,5.0,70.14210397162827,70.14210397162827,15.70230754136693,1,0,0,0,-19.287582538172924,64.8764139920362,-19.287582538172924,64.8764139920362
2025-11-28T18:05:38.761406,66,364.02924582104544,217.4559142555346,358,233,320,240,CENTER,185.63818825064124,2.1489298476202423,57.24821894418744,5.0,49.46524324840478,49.46524324840478,16.67244453587675,1,0,0,0,-19.052971507560446,45.72713161814507,-19.052971507560446,45.72713161814507
2025-11-28T18:05:39.382442,67,356.21169832841815,232.78236570221384,351,243,320,240,CENTER,183.12787001250797,2.1489298476202423,75.5997889261289,5.0,36.923994105255474,36.923994105255474,11.47004141708881,1,0,0,0,-11.967971955283351,17.097102793261932,-11.967971955283351,17.097102793261932
2025-11-28T18:05:39.946712,68,350.68467933136725,249.11294628088552,347,260,320,240,CENTER,178.92580661875527,2.1489298476202423,75.5997889261289,0.0,32.00930076691994,32.00930076691994,11.493685242683886,1,0,0,0,-6.4512667806912845,27.41788381793796,-6.4512667806912845,27.41788381793796
2025-11-28T18:05:40.638127,69,346.0738717325469,263.44517851235423,343,273,320,240,CENTER,174.95735634041432,2.1489298476202423,137.00397891989604,5.0,35.06455735641709,35.06455735641709,10.037096247866113,1,0,0,0,-7.071331991327541,22.981828971814508,-7.071331991327541,22.981828971814508
2025-11-28T18:05:41.447170,70,340.02954869301874,275.77807140494167,336,284,320,240,CENTER,174.95735634041432,2.1489298476202423,155.80134135651065,5.0,41.00308786302702,41.00308786302702,9.156275033639329,1,0,0,0,-10.134449314512427,15.925563208519527,-10.134449314512427,15.925563208519527
2025-11-28T18:05:42.151836,71,335.2118194772075,283.11122856197665,332,288,320,240,CENTER,174.95735634041432,2.1489298476202423,165.60722776234041,5.0,45.7162715007484,45.7162715007484,5.849433350966766,1,0,0,0,-4.942250617221034,4.942250617221034,-4.942250617221034,4.942250617221034
2025-11-28T18:05:43.007253,72,331.48472779088297,286.64449142479066,329,289,608,76,PERSON,174.95735634041432,2.1489298476202423,237.7431283602849,30.0,347.6086844894569,48.03756397558112,3.423783410595786,1,1,0,0,-4.257299257107419,1.4190997523691395,-4.257299257107419,1.4190997523691395
2025-11-28T18:05:43.711640,73,329.3938911163532,288.05779656991626,328,289,608,72,PERSON,174.95735634041432,2.1489298476202423,237.249225098994,30.0,352.5653632533034,48.967305433945974,1.6824624060911129,1,1,0,0,-1.1682943331247047,0.0,-1.1682943331247047,0.0
2025-11-28T18:05:44.386934,74,328.5575564465413,288.0231186279665,328,288,320,240,CENTER,174.95735634041432,2.1489298476202423,174.93878580337247,5.0,48.779623769474505,48.779623769474505,0.558035538329605,1,0,0,1,0.0,-1.417580304294646,0.0,-1.417580304294646
